Symbol,Name,CIK,Sector,Industry,MarketCapitalization,EBITDA,PERatio
ROK,Rockwell Automation Inc,1024478,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC",29459886000,1561000000,32.21
ROKU,Roku Inc,1428439,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,5758814000,-6885000,35.04
ROL,Rollins Inc,84839,TRADE & SERVICES,SERVICES-TO DWELLINGS & OTHER BUILDINGS,18280561000,556840000,53.03
RONI,Rice Acquisition Corp II,1845437,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,441194000,None,None
ROOT,Root Inc,1788882,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",65424000,-279800000,None
ROP,Roper Technologies Inc,882835,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",45614023000,2348600000,42.42
ROSE,Rose Hill Acquisition Corp,1870129,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,200449000,None,10.75
ROSS,Ross Acquisition II Corp,1841610,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,436425000,None,36.14
ROST,Ross Stores Inc,745732,TRADE & SERVICES,RETAIL-FAMILY CLOTHING STORES,39767966000,2311881000,27.96
ROVR,Rover Group Inc,1826018,TRADE & SERVICES,SERVICES-PERSONAL SERVICES,672536000,-31601000,4.692
RPAY,Repay Holdings Corp,1720592,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",693772000,72323000,None
RPD,Rapid7 Inc,1560327,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1987364000,-98173000,None
RPHM,Reneo Pharmaceuticals Inc,1637715,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,51144000,-49830000,None
RPID,Rapid Micro Biosystems Inc,1380106,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,62991000,-57288000,11.54
RPM,RPM International Inc,110621,LIFE SCIENCES,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",12885371000,868422000,24.58
RPRX,Royalty Pharma Plc,1802768,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,17397142000,954603000,34.6
RPT,RPT Realty,842183,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,875530000,108564000,126
RPTX,Repare Therapeutics Inc,1808158,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,621030000,-27007000,None
RRAC,Rigel Resource Acquisition Corp,1860879,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,384750000,None,None
RRBI,Red River Bancshares Inc,1071236,FINANCE,STATE COMMERCIAL BANKS,362644000,None,10.54
RRC,Range Resources Corp,315852,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,6376748000,2035749000,5.51
RRGB,Red Robin Gourmet Burgers Inc,1171759,TRADE & SERVICES,RETAIL-EATING PLACES,90790000,57134000,None
RRR,Red Rock Resorts Inc,1653653,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,2311896000,714462000,11.76
RRX,Regal Beloit Corporation,82811,MANUFACTURING,MOTORS & GENERATORS,7847517000,918900000,26.54
RS,Reliance Steel & Aluminum Co,861884,TRADE & SERVICES,WHOLESALE-METALS SERVICE CENTERS & OFFICES,11999354000,2868400000,6.68
RSG,Republic Services Inc,1060391,ENERGY & TRANSPORTATION,REFUSE SYSTEMS,41323450000,3754300000,28.55
RSI,Rush Street Interactive Inc,1793659,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,665922000,-122343000,None
RSKD,Riskified Ltd,1851112,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",798935000,-110827000,11.24
RSLS,ReShape Lifesciences Inc,1427570,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,148443000,-24984000,None
RSSS,Research Solutions Inc,1386301,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",58207000,-1065212,None
RSVR,Reservoir Media Inc,1824403,TRADE & SERVICES,SERVICES-AMUSEMENT & RECREATION SERVICES,366931000,40207100,24.78
RTL,Necessity Retail REIT Inc,1568162,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,880424000,237128000,None
RTO,Rentokil Initial PLC,0000930157,TECHNOLOGY,GENERAL,15755291000,595300000,35.52
RTX,Raytheon Technologies Corp,101829,MANUFACTURING,AIRCRAFT ENGINES & ENGINE PARTS,144815620000,11370000000,32.84
RUBY,Rubius Therapeutics Inc,1709401,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",13917200,-169806000,None
RUM,Rumble Inc.,1830081,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1889710000,-19815016,None
RUN,Sunrun Inc,1469367,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",5422431000,-251672000,82.08
RUTH,Ruth's Hospitality Group Inc,1324272,TRADE & SERVICES,RETAIL-EATING PLACES,503344000,73947000,12.74
RVLP,RVL Pharmaceuticals PLC,1739426,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,110061000,-54218000,None
RVLV,Revolve Group LLC,1746618,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,1713853000,104741000,22.05
RVMD,Revolution Medicines Inc,1628171,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1956949000,-245878000,None
RVNC,Revance The,1479290,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1613385000,-233564000,None
RVPH,Reviva Pharmaceuticals Holdings Inc.,1742927,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,66439000,-10103922,None
RVSB,Riverview Bancorp Inc,1041368,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",163024000,None,8.61
RVSN,Rail Vision Ltd. Ordinary Share,1743905,MANUFACTURING,RAILROAD EQUIPMENT,21777500,-10665000,None
RVYL,Ryvyl Inc,1419275,TRADE & SERVICES,SERVICES-MANAGEMENT CONSULTING SERVICES,24337200,-21496124,None
RWAY,Runway Growth Finance Corp,1653384,TECHNOLOGY,GENERAL,493584000,None,17.91
RWLK,Rewalk Robotics Ltd,1607962,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",46508000,-17711000,None
RWOD,Redwoods Acquisition Corp,1907223,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,150019000,None,None
RWT,Redwood Trust Inc,930236,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,787782000,None,18.29
RXDX,Prometheus Biosciences Inc,1718852,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,5073203000,-127390000,None
RXO,RXO Inc.,1929561,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,1891087000,317000000,13.33
RXRA,RXR Acquisition Corp,1840463,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,432975000,None,52.84
RXRX,Recursion Pharmaceuticals Inc,1601830,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1423566000,-236120992,None
RXST,Rxsight Inc,1111485,LIFE SCIENCES,OPHTHALMIC GOODS,329333000,-59000000,None
RXT,Rackspace Technology Inc,1810019,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",557330000,554200000,None
RY,Royal Bank of Canada,1000275,FINANCE,"COMMERCIAL BANKS, NEC",130538250000,None,11.68
RYAM,Rayonier Advanced Materials,1597672,LIFE SCIENCES,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",542476000,129996000,7.88
RYAN,Ryan Specialty Group Holdings Inc,1849253,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE",10550657000,412412000,84.46
RYI,Ryerson Holding Corp,1481582,TRADE & SERVICES,WHOLESALE-METALS SERVICE CENTERS & OFFICES,1102244000,807190000,2.206
RYN,Rayonier Inc,52827,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,5042632000,284569000,61.27
RYTM,Rhythm Pharmaceuticals Inc,1649904,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1647624000,-186488000,None
RZB,Reinsurance Group of America Inc,898174,FINANCE,LIFE INSURANCE,7546896000,None,3.955
RZC,7.125% Fixed-Rate Reset Subordinated Debentures due 2052,898174,FINANCE,LIFE INSURANCE,None,None,None
RZLT,Rezolute Inc,1509261,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,76601000,-44409000,None
S,SentinelOne Inc,1583708,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,3751137000,-348992992,None
SA,Seabridge Gold Inc.,1231346,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,984884000,-20722000,153.12
SABR,Sabre Corpo,1597033,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",1919270000,-263430000,None
SABS,SAB Biotherapeutics Inc,1833214,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",34772100,-25511236,None
SAFE,Safehold Inc,1688852,REAL ESTATE & CONSTRUCTION,"LESSORS OF REAL PROPERTY, NEC",1858781000,213929000,13.28
SAFT,Safety Insurance Group Inc,1172052,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",1293077000,75550000,23.71
SAGA,Sagaliam Acquisition Corp,1855351,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,152027000,None,None
SAGE,Sage Therapeutic,1597553,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2272064000,-517408992,None
SAH,Sonic Automotive Inc,1043509,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,1736714000,729800000,5.19
SAI,SAITECH Global Corp,1847075,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,None,None,None
SAIA,Saia Inc,1177702,ENERGY & TRANSPORTATION,TRUCKING (NO LOCAL),5672237000,629068000,15.73
SAIC,Science Applications International Corp,1571123,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,5980816000,653000000,22.81
SAJ,Saratoga Investment Corp 8.00%,1377936,TECHNOLOGY,GENERAL,None,None,None
SAL,Salisbury Bancorp Inc,1060219,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",179592000,None,11.33
SALM,Salem Media Group Inc,1050606,TECHNOLOGY,RADIO BROADCASTING STATIONS,29122000,29530000,1.783
SAM,Boston Beer Company Inc,949870,MANUFACTURING,MALT BEVERAGES,4131399000,146665000,154.85
SAMA,Schultze Special Purpose Acquisition Corp. II,1843100,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,207281000,None,None
SAMG,Silvercrest Asset Management Group Inc,1549966,FINANCE,INVESTMENT ADVICE,175027000,37637000,8.15
SAN,Banco Santander SA ADR,891478,FINANCE,"COMMERCIAL BANKS, NEC",50080903000,None,5.17
SANA,Sana Biotechnology Inc,1770121,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",646561000,-273640992,None
SAND,Sandstorm Gold Ltd N,1434614,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,1584827000,96483000,12.65
SANG,Sangoma Technologies Corp,1753368,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",84445000,10301000,None
SANM,Sanmina Corporation,897723,MANUFACTURING,PRINTED CIRCUIT BOARDS,3351023000,481385000,14.2
SANW,S&W Seed Company,1477246,LIFE SCIENCES,AGRICULTURAL PRODUCTION-CROPS,60525000,-23521964,None
SAP,SAP SE ADR,1000184,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,122705699000,6365000000,35.92
SAR,Saratoga Investment Corp,1377936,TECHNOLOGY,GENERAL,304407000,None,18.81
SASI,Sigma Labs Inc,788611,MANUFACTURING,MISCELLANEOUS MANUFACTURING INDUSTRIES,4617400,-8529948,None
SASR,Sandy Spring Bancorp Inc,824410,FINANCE,NATIONAL COMMERCIAL BANKS,1588444000,None,9.08
SAT,SAT,1377936,TECHNOLOGY,GENERAL,None,None,None
SATL,Satellogic V Inc,1874315,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,276755000,-57920000,None
SATS,EchoStar Corporation,1415404,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,1404081000,380478000,24.84
SAVA,Cassava Sciences Inc,1069530,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1322184000,-72302000,None
SAVE,Spirit Airlines Inc,1498710,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",2136863000,-48220000,None
SAY,SAY,None,TECHNOLOGY,GENERAL,None,None,None
SB,Safe Bulkers Inc,1434754,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,342340000,249074000,1.789
SBAC,SBA Communications Corp,1034054,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,30501476000,1621538000,76.15
SBBA,SBBA,1483934,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,None,None,None
SBCF,Seacoast Banking Corporation of Florida,730708,FINANCE,STATE COMMERCIAL BANKS,1942036000,None,15.95
SBET,Sharplink Gaming Ltd,1025561,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,7109000,-9822260,None
SBFG,SB Financial Group Inc,767405,FINANCE,STATE COMMERCIAL BANKS,116445000,None,10.04
SBFM,Sunshine Biopharma Inc,1402328,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,14906500,-3907401,0.943
SBGI,Sinclair Broadcast Group Inc,912752,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,1066667000,961000000,0.433
SBH,Sally Beauty Holdings Inc,1368458,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",1335897000,483462000,7.21
SBIG,SpringBig Holdings Inc.,1801602,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,13368100,-13823000,None
SBLK,Star Bulk Carriers Corp,1386716,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,2077378000,997100000,2.315
SBNY,Signature Bank,1288784,TECHNOLOGY,GENERAL,7236824000,None,5.6
SBOW,SilverBow Resources Inc,351817,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,634711000,442331000,1.711
SBR,Sabine Royalty Trust,710752,TECHNOLOGY,GENERAL,1188213000,None,10.57
SBRA,Sabra Healthcare REIT Inc,1492298,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,2880283000,240994000,65.63
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP ADR,1170858,ENERGY & TRANSPORTATION,WATER SUPPLY,7675817000,6588055000,13.37
SBSI,Southside Bancshares Inc,705432,FINANCE,STATE COMMERCIAL BANKS,1140691000,None,10.87
SBSW,Sibanye Gold Ltd ADR,1786909,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,7856582000,50092999000,6.55
SBT,Sterling Bancorp Inc,1680379,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",312420000,None,25.62
SBUX,Starbucks Corporation,829224,TRADE & SERVICES,RETAIL-EATING & DRINKING PLACES,112794305000,5973400000,34.72
SCAQ,Stratim Cloud Acquisition Corp,1821812,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,311250000,None,45.27
SCCO,Southern Copper Corporation,1001838,ENERGY & TRANSPORTATION,METAL MINING,47050744000,5400400000,18.33
SCHL,Scholastic Corporation,866729,MANUFACTURING,BOOKS: PUBLISHING OR PUBLISHING & PRINTING,1347176000,133100000,21.18
SCHN,Schnitzer Steel Industries Inc,912603,TRADE & SERVICES,WHOLESALE-MISC DURABLE GOODS,861730000,284866000,5.51
SCHW,Charles Schwab Corp,316709,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",150832595000,None,24.48
SCI,Service Corporation International,89089,TRADE & SERVICES,SERVICES-PERSONAL SERVICES,10711050000,1315215000,16.74
SCKT,Socket Mobile Inc,944075,TECHNOLOGY,ELECTRONIC COMPUTERS,13877900,1127800,32.24
SCL,Stepan Company,94049,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",2410881000,315337000,16.36
SCLX,Scilex Holding Company,1820190,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,473519000,-37437000,None
SCM,Stellus Capital Investment,1551901,TECHNOLOGY,GENERAL,254683000,None,12.29
SCMA,Seaport Calibre Materials Acquisition Corp,1863428,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,165100000,None,16.39
SCOA,Scion Tech Growth I,1828985,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,725938000,None,25.25
SCOB,ScION Tech Growth II,1838431,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,435563000,None,24.63
SCOR,Comscore Inc,1158172,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",109491000,6974000,None
SCPH,Scpharmaceuticals Inc,1604950,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,210795000,-33340000,None
SCPL,Sciplay Corp,1760717,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,359059000,166900000,22.93
SCRM,Screaming Eagle Acquisition Corp,1893325,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,930938000,None,None
SCS,Steelcase Inc,1050825,MANUFACTURING,OFFICE FURNITURE (NO WOOD),791744000,140100000,46.8
SCSC,ScanSource Inc,918965,TRADE & SERVICES,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,736371000,156189000,8.23
SCTL,Societal CDMO Inc,1588972,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,112441000,10105000,None
SCU,Sculptor Capital Management Inc,1403256,FINANCE,INVESTMENT ADVICE,212675000,14411000,63.5
SCUA,Sculptor Acquisition Corp I,1853594,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,294687000,None,None
SCVL,Shoe Carnival Inc,895447,TRADE & SERVICES,RETAIL-SHOE STORES,626996000,171968000,5.92
SCWO,374Water Inc. Common Stock,933972,MANUFACTURING,MOTORS & GENERATORS,373709000,-3594235,None
SCWX,Secureworks Corp,1468666,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,462192000,-71524000,None
SCX,LS Starrett Company,93676,MANUFACTURING,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",57533000,29369000,4.219
SCYX,Scynexis Inc,1178253,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,51108000,-84876000,None
SD,SandRidge Energy Inc,1349436,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,640395000,195571000,3.619
SDAC,Sustainable Development Acquisition I Corp,1837248,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,396894000,None,25.1
SDC,SmileDirectClub Inc,1775625,LIFE SCIENCES,DENTAL EQUIPMENT & SUPPLIES,135838000,-210508000,None
SDGR,Schrodinger Inc,1490978,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1390556000,-136940000,None
SDHY,PGIM Short Duration High Yield Opportunities Fund,1812923,TECHNOLOGY,GENERAL,364915000,None,None
SDIG,Stronghold Digital Mining Inc,1856028,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,13091500,-40632080,None
SDRL,Seadrill Limited,1737706,ENERGY & TRANSPORTATION,DRILLING OIL & GAS WELLS,1492000000,279000000,0.893
SE,Sea Ltd,1703399,TRADE & SERVICES,SERVICES-MISCELLANEOUS BUSINESS SERVICES,28216099000,-1793335040,None
SEAC,SeaChange International Inc,1019671,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,23011900,-1024000,None
SEAS,SeaWorld Entertainment Inc,1564902,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,3469037000,666253000,12.37
SEAT,Vivid Seats Inc,1856031,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,1340613000,116612000,37.33
SECO,Secoo Holding Ltd,1633441,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",16038100,-596049024,None
SEDA,SDCL EDGE Acquisition Corporation,1846975,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,253440000,None,None
SEDG,SolarEdge Technologies Inc,1419612,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,17251178000,261293000,145.58
SEE,Sealed Air Corporation,1012100,LIFE SCIENCES,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",7227113000,1178600000,13.15
SEED,Origin Agritech Ltd,1321851,LIFE SCIENCES,AGRICULTURAL PRODUCTION-CROPS,40728700,-54448500,None
SEEL,Seelos Therapeutics Inc,1017491,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,75018000,-27706000,None
SEER,Seer Inc,1726445,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,353925000,-88485000,None
SEIC,SEI Investments Company,350894,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",7829462000,577208000,15.91
SELB,Selecta Biosciences Inc,1453687,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,168334000,27859000,3.276
SELF,Global Self Storage Inc,1031235,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,53973000,5145700,16.76
SEM,Select Medical Holdings,1320414,LIFE SCIENCES,SERVICES-HOSPITALS,3095870000,566052000,17.67
SEMR,Semrush Holdings Inc,1831840,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1074403000,-8012000,None
SERA,Sera Prognostics Inc,1534969,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,49627200,-47083000,None
SES,SES AI Corp,1819142,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1210394000,-68206000,None
SESN,Sesen Bio Inc,1485003,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,103426000,-25952000,1.546
SEV,Sono Group NV,1840416,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,90261000,-122665000,None
SEVN,Seven Hills Realty Trust,1452477,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,133708000,None,2.823
SF,Stifel Financial Corporation,720672,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6157921000,None,9.64
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,720672,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6987588000,None,None
SFBC,Sound Financial Bancorp Inc,1541119,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",102053000,None,13.48
SFBS,ServisFirst Bancshares Inc,1430723,FINANCE,STATE COMMERCIAL BANKS,3736432000,None,15.78
SFE,Safeguard Scientifics Inc. Common Stock,86115,REAL ESTATE & CONSTRUCTION,"INVESTORS, NEC",49129800,-7358000,21.5
SFET,Safe-T Group Ltd ADR,1725332,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,7794400,-14329750,None
SFIX,Stitch Fix,1576942,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,327992000,-195184992,None
SFL,SFL Corporation Ltd,1289877,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,1271999000,432700000,5.19
SFM,Sprouts Farmers Market LLC,1575515,TRADE & SERVICES,RETAIL-GROCERY STORES,3568271000,479849000,14.92
SFNC,Simmons First National Corporation,90498,FINANCE,NATIONAL COMMERCIAL BANKS,2728585000,None,11.87
SFR,Appreciate Holdings Inc.,1821075,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,64199000,-4110000,None
SFST,Southern First Bancshares Inc,1090009,FINANCE,NATIONAL COMMERCIAL BANKS,366998000,None,10.0
SFT,Shift Technologies Inc.,1762322,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,27590500,-192996992,None
SG,Sweetgreen Inc,1477815,TRADE & SERVICES,RETAIL-EATING PLACES,978364000,-138399008,None
SGA,Saga Communications Inc,886136,TECHNOLOGY,RADIO BROADCASTING STATIONS,146472000,18275800,17.04
SGBX,SG Blocks Inc,1023994,TRADE & SERVICES,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,13978200,-4996324,None
SGC,Superior Uniform Group Inc,95574,MANUFACTURING,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,147513000,32602000,6.06
SGEN,Seagen Inc,1060736,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",23583166000,-560867008,None
SGFY,Signify Health Inc,1828182,LIFE SCIENCES,SERVICES-HOME HEALTH CARE SERVICES,8343057000,43100000,124.04
SGH,Smart Global Holdings Inc,1616533,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,754175000,220740000,12.45
SGHC,SGHC Limited,1878057,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,1466769000,202418000,5.29
SGHL,Signal Hill Acquisition Corp,1855885,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,127375000,None,None
SGHT,Sight Sciences Inc,1531177,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,582149000,-80885000,None
SGII,Seaport Global Acquisition II Corp,1869824,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,181844000,None,None
SGLY,Singularity Future Technology Ltd,1422892,ENERGY & TRANSPORTATION,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,11869400,-8510520,None
SGMA,SigmaTron International Inc,915358,MANUFACTURING,PRINTED CIRCUIT BOARDS,24588700,20705200,33.75
SGML,Sigma Lithium Resources Corp,1848309,ENERGY & TRANSPORTATION,METAL MINING,3192975000,-61029192,None
SGMO,Sangamo Therapeutics Inc,1001233,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",486724000,-174259008,None
SGRP,SPAR Group Inc,1004989,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",27401800,8356000,None
SGRY,Surgery Partners Inc,1638833,LIFE SCIENCES,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",2977275000,456500000,None
SGTX,Sigilon Therapeutics Inc,1821323,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,10126500,-50577000,None
SGU,Star Gas Partners LP,1002590,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",422440000,88545000,13.89
SHAK,Shake Shack Inc,1620533,TRADE & SERVICES,RETAIL-EATING & DRINKING PLACES,1894620000,44193000,None
SHAP,Spree Acquisition 1 Corp Ltd,1881462,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,265165000,None,None
SHBI,Shore Bancshares Inc,1035092,FINANCE,NATIONAL COMMERCIAL BANKS,346644000,None,14.07
SHC,Sotera Health Co,1822479,LIFE SCIENCES,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",2237164000,486179000,17.24
SHCA,Spindletop Health Acquisition Corp,1848558,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,296556000,None,None
SHCR,Sharecare Inc,1816233,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,590378000,-118506000,None
SHEL,Shell PLC ADR,1306965,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,203579736000,72662000000,5.02
